kind,ok,status,dur_s,tokens,bytes,error
stream,0,,0.0916,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0930,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
health,0,,0.1029,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1055,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1074,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0898,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1014,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0945,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0983,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0915,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0936,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0919,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0983,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0881,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0993,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0867,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0946,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0952,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1049,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
health,0,,0.0932,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1033,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0906,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0990,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0945,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0931,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0900,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0952,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1138,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0989,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0949,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1044,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0989,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0936,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0923,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0965,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0951,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1027,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0936,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0959,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0902,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0933,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0908,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
health,0,,0.1027,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0947,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0911,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0999,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1023,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0883,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0898,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0932,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1100,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1043,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1029,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1091,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0899,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1008,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1004,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1032,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0871,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0890,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0929,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0956,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0886,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1014,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
health,0,,0.0926,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0896,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0942,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0893,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0908,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0934,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0939,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0914,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0930,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0973,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1033,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1030,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0924,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0903,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0929,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0957,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0963,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0993,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0866,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1031,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1047,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0893,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
health,0,,0.0936,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1077,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0906,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0875,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0890,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1102,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0960,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1160,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0972,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0866,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0976,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0883,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0905,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1024,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0986,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0877,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0864,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0871,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0887,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0929,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1010,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
health,0,,0.0922,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0895,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1002,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0949,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0985,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0938,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0993,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1050,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1031,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1137,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0937,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0926,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0910,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0920,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0963,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0893,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0958,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0881,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0873,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0939,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
health,0,,0.1001,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0929,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0871,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1178,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1151,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1046,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1184,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
